id,cost,movie,movie_genre,time,date,campaing
440,1.51,Good People,Drama|Thriller,5:29 PM,04/29/2019,
60,8.6,Clapham Junction,Drama,5:59 PM,07/03/2019,FbAds-in
988,11.93,Night Watch (Nochnoy dozor),Action|Fantasy|Horror|Mystery|Sci-Fi|Thriller,8:28 AM,01/13/2019,Amazon
825,8.65,True Lies,Action|Adventure|Comedy|Romance|Thriller,5:04 PM,05/01/2019,GAds
821,3.63,CQ,Drama,10:20 AM,03/15/2019,
158,10.86,Black Water,Adventure|Drama|Horror|Thriller,4:32 AM,09/06/2019,
441,12.44,Home,Animation|Children|Comedy|Fantasy|Sci-Fi,4:52 PM,09/03/2019,Amazon
436,14.53,"Sometimes Happiness, Sometimes Sorrow (Kabhi Khushi Kabhie Gham)",Drama|Musical|Romance,9:36 AM,11/23/2019,
420,7.22,Marooned,Drama|Sci-Fi,1:13 AM,07/11/2019,FbAds-in
102,1.25,"Mad Masters, The (Les maîtres fous)",Documentary,1:34 PM,01/20/2019,
554,13.37,Black Sheep,Comedy,11:04 AM,03/31/2019,Amazon
653,13.5,Scarecrows,Horror,7:15 AM,06/07/2019,
418,12.7,Across the Bridge,Crime|Drama|Thriller,12:31 AM,02/25/2019,FbAds-fb
78,14.79,"Dolce Vita, La",Drama,4:30 AM,02/10/2019,FbAds-fb
663,1.03,Jim Gaffigan: Obsessed,Comedy,7:57 AM,09/24/2019,
99,2.65,"Avenging Conscience, The",Drama|Horror,5:03 AM,02/16/2019,
37,10.58,Safe Haven,Drama|Mystery|Romance,7:18 PM,09/28/2019,
230,6.82,Ugetsu (Ugetsu monogatari),Drama|Thriller,8:16 AM,07/24/2019,
732,7.94,Gentleman Jim,Comedy|Drama|Romance,4:56 PM,08/31/2019,GAds
462,9.93,Vanity Fair,Drama|Romance,6:06 AM,07/04/2019,
197,10.19,Win Win,Comedy|Drama,8:00 AM,09/13/2019,TwAds
597,1.81,"Colder Kind of Death, A",Crime|Drama|Mystery,1:43 PM,10/15/2019,TwAds
98,12.39,Scream of Fear (a.k.a. Taste of Fear),Horror|Mystery|Thriller,11:55 AM,10/04/2019,FbAds-in
965,3.28,WarGames: The Dead Code,Drama|Sci-Fi|Thriller,5:39 AM,02/21/2019,
535,10.64,Manhattan Melodrama,Crime|Drama|Romance,7:21 PM,10/22/2019,
188,12.96,Child's Play,Horror|Thriller,5:06 AM,10/14/2019,
689,12.91,Beloved,Drama,2:53 PM,06/10/2019,
899,12.56,20 Dates,Comedy|Romance,8:04 PM,02/23/2019,
618,4.43,Hamsun,Drama|War,8:20 PM,07/08/2019,
392,8.53,What Have You Done to Solange?,Crime,10:53 PM,07/21/2019,
943,13.25,Next Stop Wonderland,Comedy|Drama|Romance,12:52 PM,10/30/2019,
57,4.81,Machine Gun McCain (Gli intoccabili),Crime|Drama|Thriller,3:48 AM,04/11/2019,
841,3.1,T.N.T.,Action,8:43 PM,03/20/2019,
936,5.18,Touch the Top of the World,Drama,10:46 AM,10/24/2019,
565,1.3,Repast (Meshi),Drama,6:02 AM,11/13/2019,TwAds
324,12.41,"Deal, The",Comedy,11:35 AM,12/01/2019,
764,11.42,Lords of Dogtown,Action|Comedy|Drama,3:51 PM,05/08/2019,
9,2.48,Micmacs (Micmacs à tire-larigot),Comedy|Crime,4:38 AM,09/19/2019,
235,2.14,Three Degrees Colder (3° kälter),Drama|Romance,8:07 AM,07/30/2019,GAds
954,10.07,Loving You,Drama|Musical,10:19 PM,08/23/2019,
87,8.64,Io Island (Iodo),Mystery,9:58 PM,09/07/2019,Amazon
355,5.93,Eve and the Fire Horse,Drama,5:28 PM,03/18/2019,Amazon
172,1.57,"Perfect Circle, The (Savrseni krug)",Drama|War,9:48 PM,12/11/2019,
100,14.69,Only the Young,Documentary,2:01 AM,01/12/2019,
463,2.7,The Broken Jug,Comedy,2:10 AM,10/23/2019,
836,5.53,Home on the Range,Animation|Children|Comedy|Musical|Western,5:24 AM,11/21/2019,
798,4.43,"Hell of a Day, A (Reines d'un jour)",Comedy|Drama,10:28 AM,04/21/2019,
922,12.77,"Sound of Fury, The",Crime|Drama|Film-Noir,7:21 PM,05/12/2019,
817,11.15,"Lower Depths, The (Les bas-fonds)",Crime|Drama|Romance,4:34 PM,01/25/2019,FbAds-in
403,9.34,Everybody's All-American,Romance,11:56 PM,08/31/2019,
979,1.04,"Under the Same Moon (Misma luna, La)",Drama,2:33 AM,08/19/2019,
744,4.0,Armed and Dangerous,Comedy|Crime,12:03 AM,07/15/2019,
90,4.57,Chronicles (Crónicas),Crime|Drama,1:33 PM,10/27/2019,
973,10.38,"Four Seasons, The",Comedy|Drama,11:01 AM,05/12/2019,
303,5.5,Mei and the Kittenbus,Animation|Fantasy,2:36 PM,09/30/2019,FbAds-in
942,7.8,American Pie Presents: Band Camp (American Pie 4: Band Camp),Comedy,1:16 PM,10/15/2019,
20,10.42,"Torrente, el brazo tonto de la ley",Comedy|Crime,8:12 PM,03/22/2019,FbAds-fb
749,5.1,Brides of Dracula,Horror,8:44 PM,10/22/2019,
980,1.17,Nothing's All Bad,Drama,12:07 PM,04/12/2019,
116,12.97,"Officer and a Gentleman, An",Drama|Romance,9:14 AM,08/30/2019,TwAds
20,6.07,"Touch of Sin, A (Tian zhu ding)",Drama,3:00 AM,08/20/2019,
369,2.6,Desert Hearts,Drama,7:56 PM,10/29/2019,Amazon
474,9.78,Calling Bulldog Drummond,Crime|Mystery,8:50 AM,10/02/2019,
623,8.43,Nadine,Comedy,11:03 PM,09/09/2019,TwAds
779,9.71,What Men Talk About,Comedy,9:54 AM,06/27/2019,
639,1.09,House,Comedy|Fantasy|Horror,7:08 PM,07/24/2019,FbAds-in
632,1.74,Mississippi Burning,Crime|Drama|Thriller,1:54 PM,06/05/2019,
865,14.24,"Slipping-Down Life, A",Drama|Romance,1:41 AM,05/05/2019,Amazon
401,13.98,"Human Factor, The",Drama|Thriller,12:11 PM,03/17/2019,
100,11.87,Black Death,Adventure|Drama|Horror|Mystery,2:56 PM,04/11/2019,
536,5.25,Fear of a Black Hat,Comedy,11:12 AM,02/03/2019,TwAds
839,12.54,Talk to Her (Hable con Ella),Drama|Romance,3:55 AM,12/26/2019,Amazon
401,4.67,Beowulf,Action|Adventure|Animation|Fantasy|IMAX,4:14 PM,05/24/2019,
375,12.22,DarkBlueAlmostBlack (Azuloscurocasinegro),Drama|Romance,2:25 PM,12/15/2019,
479,3.56,"Human Behavior Experiments, The",Documentary,1:55 PM,09/25/2019,
490,7.3,Miracles - Mr. Canton and Lady Rose,Action|Comedy|Crime|Drama,1:54 PM,09/26/2019,
211,4.91,"Last of Sheila, The",Crime|Mystery|Thriller,1:02 PM,03/19/2019,FbAds-fb
6,2.88,Just Buried,Comedy|Drama|Romance,10:32 PM,08/21/2019,
237,2.84,Stealing a Nation,Documentary,5:19 PM,04/19/2019,
366,8.49,Batman: Gotham Knight,Action|Animation|Crime,10:52 AM,06/11/2019,FbAds-in
99,12.51,Mystery Road,Mystery|Thriller,10:22 AM,01/16/2019,
481,11.91,Madagascar Skin,Romance,6:33 AM,09/08/2019,FbAds-fb
517,10.88,Tales of the Grim Sleeper,Crime|Documentary,4:58 PM,12/26/2019,
376,10.28,Surveillance,Crime|Mystery|Thriller,1:51 PM,06/16/2019,
597,12.87,Fate of a Man (Sudba cheloveka),Drama|War,5:02 AM,07/18/2019,
536,3.88,"Snapper, The",Comedy|Drama,8:18 AM,04/07/2019,FbAds-in
116,4.5,Footnote (Hearat Shulayim),Drama,7:20 PM,09/22/2019,
839,10.33,Double Harness,Comedy|Drama,1:03 PM,05/31/2019,
608,6.26,Tough Guys,Comedy,1:06 AM,01/16/2019,GAds
710,10.57,Rulers of the City,Action|Comedy|Crime,1:35 AM,01/01/2019,TwAds
217,10.96,"Mosquito Net, The (La mosquitera)",Drama,10:45 AM,08/23/2019,TwAds
833,6.41,Bravo Two Zero ,Adventure|Thriller|War,3:16 AM,01/20/2019,
303,12.16,"Grudge, The",Horror|Mystery|Thriller,4:37 PM,03/17/2019,TwAds
397,14.08,Mac and Me,Children|Fantasy|Sci-Fi,11:36 PM,12/23/2019,
823,11.69,"Boys of Baraka, The",Documentary,2:46 PM,12/21/2019,FbAds-in
394,14.16,"Best of Ernie and Bert, The",Children,4:24 PM,02/11/2019,
872,14.84,Mary and Martha,Drama,1:48 AM,12/28/2019,
210,4.45,Ironclad 2: Battle for Blood,Action|Adventure,6:37 PM,06/28/2019,GAds
877,7.81,Crows Zero II (Kurôzu Zero II),Action,5:27 PM,07/14/2019,
80,9.06,Honest Man: The Life of R. Budd Dwyer,Documentary,6:12 PM,06/08/2019,TwAds
306,3.28,Shakes the Clown,Comedy,8:49 AM,10/28/2019,Amazon
894,6.02,Salon Kitty,Drama,4:06 AM,01/14/2019,
542,3.65,"Prizefighter and the Lady, The",Comedy|Crime|Romance,6:05 AM,03/07/2019,TwAds
673,11.67,"Incredible Petrified World, The",Adventure|Sci-Fi,11:57 AM,01/22/2019,
824,8.71,Ignition,Action|Drama,8:51 PM,12/01/2019,
781,9.61,"Bridge to Nowhere, The",Crime|Drama,4:20 PM,02/20/2019,
810,3.09,Cremaster 5,Drama|Musical,9:52 AM,11/21/2019,
442,8.27,Comme les 5 doigts de la main,Action|Drama|Thriller,4:08 PM,06/20/2019,FbAds-fb
994,7.2,Indian Summer (a.k.a. Alive & Kicking),Comedy|Drama,5:12 AM,06/28/2019,
275,8.97,"One-Armed Swordsman, The (Dubei dao)",Action|Drama,1:08 PM,12/03/2019,
364,6.23,Four Horsemen,Documentary,1:00 AM,11/10/2019,TwAds
172,11.49,Exit,Drama,12:07 AM,08/24/2019,GAds
401,14.52,"Chinese Ghost Story II, A (Sien nui yau wan II yan gaan do)",Action|Adventure|Fantasy|Horror|Romance,3:09 PM,08/13/2019,
473,6.75,Two Kilers (Kilerów 2-óch),Comedy|Crime,3:31 PM,06/28/2019,GAds
844,14.26,Tale of Tales (Skazka skazok),Animation,9:30 PM,05/29/2019,
175,11.64,Shakespeare in Love,Comedy|Drama|Romance,2:24 PM,06/29/2019,
560,9.11,Daleks' Invasion Earth: 2150 A.D.,Adventure|Sci-Fi,7:39 AM,05/23/2019,GAds
899,12.14,"Man on the Train (Homme du train, L')",Comedy|Drama,11:25 PM,03/23/2019,
515,5.72,Man About Town,Comedy|Drama,4:30 PM,11/18/2019,
469,13.38,Casino Royale,Action|Adventure|Comedy,7:25 PM,05/11/2019,
326,2.56,Opportunity Knocks,Comedy,4:06 PM,03/16/2019,
995,14.94,Five Fingers,Drama|Thriller,11:30 AM,05/09/2019,
605,9.15,Stroker Ace,Action|Comedy|Romance,4:57 PM,07/08/2019,
817,3.97,"Thomas Crown Affair, The",Action|Mystery,11:31 PM,04/30/2019,FbAds-in
135,10.83,Lonely Hearts,Crime|Drama|Thriller,10:56 PM,04/07/2019,
710,12.02,Eat,Drama,7:34 AM,11/19/2019,Amazon
649,8.4,"Adversary, The (L'adversaire)",Crime|Drama|Mystery|Thriller,12:14 PM,10/24/2019,Amazon
648,1.43,Remember the Day,Drama|Romance|War,6:52 AM,09/26/2019,
856,2.53,"Man Who Knew Too Much, The",Adventure|Drama|Mystery|Thriller,2:54 PM,01/07/2019,FbAds-in
792,12.25,Monty Python and the Holy Grail,Adventure|Comedy|Fantasy,6:22 PM,03/16/2019,
114,13.44,"Housekeeper, The (femme de ménage, Une)",Comedy|Drama|Romance,12:44 PM,07/21/2019,
319,7.8,"Return of Swamp Thing, The",Comedy|Horror|Sci-Fi,9:33 AM,12/08/2019,FbAds-in
292,6.74,Hard to Kill,Action|Crime|Drama,5:03 AM,07/21/2019,GAds
586,7.25,Big Wednesday,Comedy|Drama,3:02 PM,03/29/2019,
52,7.85,Buffy the Vampire Slayer,Action|Comedy|Horror,8:52 PM,07/26/2019,
781,4.36,Excision,Crime|Drama|Horror|Thriller,6:48 PM,03/13/2019,
25,6.32,Cracks,Drama|Romance|Thriller,11:20 PM,10/14/2019,
708,5.35,Friendly Persuasion,Drama,7:34 AM,08/14/2019,
9,4.55,"Same Love, Same Rain (El mismo amor, la misma lluvia)",Comedy|Drama|Romance,9:43 AM,07/04/2019,
336,14.66,Crumb,Documentary,2:46 PM,11/10/2019,
382,9.37,"Bridge, The (Most)",Drama,6:54 PM,10/24/2019,Amazon
779,12.81,Ghost Dog: The Way of the Samurai,Crime|Drama,12:32 AM,12/08/2019,
976,11.37,Observe and Report,Action|Comedy,10:20 PM,10/27/2019,Amazon
212,14.44,Mad Max,Action|Adventure|Sci-Fi,6:47 AM,10/22/2019,FbAds-in
482,3.11,Student of the Year,Comedy|Romance,10:31 AM,06/14/2019,Amazon
732,11.44,"Touch of Class, A",Comedy,9:30 PM,08/13/2019,
280,2.94,"Objective, The",Horror|Sci-Fi|Thriller|War,6:22 PM,10/12/2019,
115,9.5,"Ear, The (Ucho)",Drama|Thriller,5:20 PM,02/11/2019,
451,8.5,Entre ses mains,Drama|Romance|Thriller,12:49 PM,01/14/2019,FbAds-fb
812,11.39,Foo Fighters: Back and Forth,Documentary|Musical,7:18 PM,12/13/2019,
715,9.18,Get Carter,Action|Crime|Drama|Thriller,12:29 AM,01/08/2019,
294,10.69,Marley & Me,Comedy|Drama,11:51 PM,07/31/2019,
806,11.38,"Iran Job, The",Documentary,7:04 AM,10/21/2019,FbAds-fb
488,14.58,Happy Endings,Comedy|Drama,9:14 AM,09/28/2019,
509,5.5,K2,Adventure|Drama,7:57 AM,07/27/2019,FbAds-fb
11,13.45,Pelle the Conqueror (Pelle erobreren),Drama,8:27 AM,04/01/2019,FbAds-fb
554,9.05,"Big Heat, The",Drama|Film-Noir,1:22 PM,12/09/2019,
663,2.14,Twelve and Holding,Drama,6:33 PM,07/02/2019,Amazon
617,3.67,Sherlock Holmes: A Game of Shadows,Action|Adventure|Comedy|Crime|Mystery|Thriller,5:19 PM,06/30/2019,TwAds
13,5.33,Stoker,Drama|Mystery|Thriller,6:54 PM,12/11/2019,
881,1.43,Craigslist Joe,Adventure|Documentary,5:13 PM,11/29/2019,
928,10.93,Gabriela,Comedy|Drama|Romance,10:39 AM,10/13/2019,
975,6.08,Shake It (En kort en lang),Comedy|Drama|Romance,10:49 AM,05/08/2019,
315,13.9,Nasty Old People,Drama,6:50 PM,06/16/2019,TwAds
963,2.58,Come Out and Play,Horror,8:03 AM,12/27/2019,
670,8.21,For Sale (À Vendre),Drama,3:40 AM,01/01/2019,
854,4.74,Burke and Hare,Comedy|Thriller,6:10 PM,06/08/2019,
58,14.34,Intohimon vallassa,Drama|Romance,12:02 AM,08/01/2019,TwAds
776,11.71,"Judgement in Stone, A (Cérémonie, La)",Drama,1:31 AM,05/29/2019,
668,14.9,Trial of the Road (Check-up on the Roads) (Checkpoint) (Proverka na dorogakh),Drama|War,9:02 PM,01/23/2019,
932,8.54,Young and Innocent,Crime|Thriller,7:27 PM,09/26/2019,
541,8.1,"Rookie, The",Drama,11:57 PM,11/16/2019,GAds
723,14.9,Inventing the Abbotts,Drama|Romance,3:37 PM,02/21/2019,
583,14.97,Germany Pale Mother,Drama|War,2:44 PM,12/21/2019,
551,1.23,"Spanish Apartment, The (L'auberge espagnole)",Comedy|Drama|Romance,2:30 PM,07/31/2019,
552,6.65,"Boys Are Back, The",Comedy|Drama,11:20 AM,02/03/2019,GAds
310,12.76,Humoresque,Drama|Romance,12:00 PM,03/22/2019,
179,5.24,"Work of Director Michel Gondry, The",Comedy|Documentary,9:17 PM,08/22/2019,FbAds-fb
828,12.98,"Jew in the Lotus, The",Documentary,12:38 AM,12/03/2019,
459,1.69,We Won't Grow Old Together (Nous ne vieillirons pas ensemble),Drama,1:29 PM,03/24/2019,FbAds-in
955,9.0,And Now the Screaming Starts!,Horror|Thriller,9:54 PM,08/28/2019,
469,1.41,Panama Hattie,Comedy|Musical,6:04 PM,09/11/2019,
111,14.71,Ice Age: Dawn of the Dinosaurs,Action|Adventure|Animation|Children|Comedy|Romance,7:24 PM,12/09/2019,FbAds-fb
926,10.6,Aria,Comedy|Drama,10:00 PM,05/26/2019,GAds
925,5.82,Riders of the Purple Sage,Drama|Romance|Western,5:15 PM,04/10/2019,
861,6.96,"Square, The",Thriller,9:08 AM,12/11/2019,
441,8.61,In the Cut,Crime|Drama|Mystery|Romance|Thriller,5:17 AM,06/28/2019,FbAds-fb
884,5.23,Mallrats,Comedy|Romance,9:33 AM,11/14/2019,TwAds
91,2.41,"Wiz, The",Adventure|Children|Comedy|Fantasy|Musical,9:04 PM,07/26/2019,
485,9.61,Girls! Girls! Girls!,Comedy|Musical,1:28 PM,11/24/2019,
938,10.54,Close to Leo (Tout contre Léo),Drama,7:07 AM,02/21/2019,
921,3.77,Night of the Living Dead,Horror|Sci-Fi|Thriller,10:24 PM,09/03/2019,FbAds-fb
186,7.93,Homecoming,Drama|Thriller,8:49 PM,03/14/2019,
408,8.82,Bridge to the Sun,Drama|Romance|War,2:10 PM,04/03/2019,TwAds
709,14.78,Mr. Nobody,Drama|Fantasy|Romance|Sci-Fi,9:15 AM,01/23/2019,GAds
483,13.22,Galaxina,Comedy|Sci-Fi,7:52 AM,12/20/2019,
166,5.84,Hush,Horror|Thriller,2:03 AM,09/17/2019,
666,14.37,"Enforcer, The",Crime|Drama|Film-Noir,10:16 PM,08/04/2019,
970,11.49,"Quiet American, The",Drama|Thriller|War,5:38 AM,08/02/2019,
584,1.36,Duets,Comedy|Drama,8:09 PM,10/08/2019,TwAds
920,11.24,Freddy vs. Jason,Action|Horror|Thriller,2:40 AM,02/11/2019,FbAds-in
656,8.87,Flywheel,Drama,10:26 PM,09/20/2019,GAds
385,5.9,Maria Bamford: The Special Special Special!,Comedy,5:37 PM,01/22/2019,
433,1.32,Extreme Movie,Comedy,3:59 AM,12/29/2019,
501,9.78,"Creation of the Humanoids, The",Sci-Fi,11:47 AM,12/04/2019,FbAds-in
708,4.93,Brave New World,Sci-Fi,2:15 PM,01/04/2019,
568,2.26,"Goodnight, Mister Tom",Drama,2:52 PM,04/21/2019,
533,10.85,Santa's Slay,Comedy|Fantasy|Horror,5:03 AM,04/03/2019,TwAds
292,3.66,Grease,Comedy|Musical|Romance,6:04 AM,09/09/2019,FbAds-fb
623,14.94,On the Town,Comedy|Musical|Romance,4:45 AM,06/30/2019,
789,14.18,Unforgettable,Mystery|Sci-Fi|Thriller,4:45 PM,01/25/2019,Amazon
30,7.78,Pulgasari,Action|Drama|Fantasy,2:08 PM,07/09/2019,
2,13.11,"Vanishing, The (Spoorloos)",Drama|Thriller,10:09 AM,07/03/2019,TwAds
165,11.84,"Dogwalker, The",Drama,8:07 PM,09/11/2019,TwAds
984,1.38,"Hole, The",Crime|Drama|Horror|Mystery|Thriller,7:27 PM,06/16/2019,
597,14.34,Fear No Evil,Horror,4:09 AM,10/13/2019,
925,7.67,Human Failure (Menschliches Versagen),Documentary,1:33 PM,08/24/2019,
466,3.82,Ratko: The Dictator's Son (National Lampoon's Ratko: The Dictator's Son),Comedy,8:53 AM,09/27/2019,
913,14.3,"Eye for an Eye, An",Action|Crime|Thriller,7:32 AM,06/20/2019,FbAds-fb
547,10.12,"Nazi Officer's Wife, The",Documentary|Drama|War,1:44 PM,02/27/2019,FbAds-fb
36,9.06,Brigadoon,Fantasy|Musical|Romance,11:37 AM,08/29/2019,
677,5.3,Popular Music (Populärmusik från Vittula),Comedy|Drama,9:18 AM,08/26/2019,FbAds-fb
821,4.32,Track 29,Drama|Mystery,11:09 AM,08/09/2019,
573,1.2,"Wackiest Ship in the Army, The",Comedy|War,4:39 AM,01/19/2019,
147,14.01,"American Nightmare, The",Documentary,1:27 AM,05/29/2019,
119,13.6,Smokey and the Bandit II,Action|Comedy,2:00 AM,09/13/2019,TwAds
860,9.91,"Warrior, The",Adventure|Drama,4:37 AM,12/03/2019,
898,3.5,King of New York,Crime|Thriller,2:18 AM,09/22/2019,FbAds-in
556,8.39,Best Man Down,Drama,9:50 AM,10/27/2019,FbAds-fb
943,9.65,Demon Wind,Horror,6:38 PM,12/04/2019,
685,9.87,Buffalo Girls,Action,6:13 AM,03/13/2019,FbAds-in
914,5.12,"Decoy Bride, The",Comedy|Romance,10:16 PM,03/22/2019,
942,10.65,"Grand, The",Comedy,7:50 AM,04/29/2019,GAds
193,9.19,Zindagi Na Milegi Dobara,Adventure|Comedy|Drama|Romance,12:03 AM,01/15/2019,
687,8.06,Santa Buddies,Adventure|Children,4:01 PM,05/19/2019,
688,12.66,300,Action|Fantasy|War|IMAX,6:15 AM,04/28/2019,Amazon
915,8.22,Zero 2,Comedy|Thriller,3:06 AM,01/01/2019,FbAds-fb
893,2.46,Mike Birbiglia: What I Should Have Said Was Nothing,Comedy,9:02 AM,09/21/2019,
198,1.3,Bridge to the Sun,Drama|Romance|War,10:54 PM,04/25/2019,
107,10.65,"House That Dripped Blood, The",Horror|Mystery,12:19 AM,08/23/2019,
711,5.65,"Family Man, The",Comedy|Drama|Romance,4:13 AM,01/08/2019,
917,7.42,Mr. Popper's Penguins,Comedy,6:20 AM,04/26/2019,
472,3.11,Where East Is East,Drama,4:00 PM,03/20/2019,
577,14.39,"Tall Man, The",Crime|Drama|Mystery,7:49 AM,09/19/2019,TwAds
641,5.23,Tales from the Crypt,Horror,10:15 PM,04/06/2019,
137,7.21,Outrage,Documentary,12:02 AM,10/31/2019,Amazon
766,1.13,Casablanca,Drama|Romance,4:32 AM,12/27/2019,Amazon
789,9.43,Stars and Bars,Action|Comedy|Romance,8:08 PM,09/10/2019,FbAds-in
364,4.14,Jiro Dreams of Sushi,Documentary,7:13 PM,01/12/2019,
200,13.04,Primary,Documentary,7:40 PM,08/06/2019,GAds
746,8.14,Two Kilers (Kilerów 2-óch),Comedy|Crime,6:01 AM,06/03/2019,
74,12.59,1981,Comedy|Drama|Romance,3:27 AM,03/24/2019,
686,8.58,Opera,Crime|Horror|Mystery,5:40 AM,03/21/2019,FbAds-in
561,12.55,Madison,Drama,1:20 AM,12/22/2019,
564,5.43,"Unexpected Love, An",Drama,11:27 PM,06/26/2019,FbAds-in
653,7.41,Cowboy del Amor,Documentary,6:23 PM,07/01/2019,Amazon
887,4.11,Belle toujours,Drama,2:37 AM,07/25/2019,FbAds-fb
680,10.75,"Angels' Share, The",Comedy|Drama,2:14 AM,12/26/2019,
90,9.24,Children of the Corn V: Fields of Terror,Horror|Thriller,5:21 AM,12/28/2019,
903,1.08,"Thing About My Folks, The",Comedy,2:09 AM,10/14/2019,
441,11.93,Takers,Action|Crime|Thriller,8:21 PM,10/17/2019,FbAds-fb
