id,cost,movie,movie_genre,time,date,campaing
101,12.9,"Honor Among Thieves (Adieu l'ami) (Farewell, Friend)",Action|Adventure|Crime|Drama|Mystery|Thriller,7:45 AM,06/18/2019,FbAds-in
323,7.96,Hollywood Shuffle,Comedy,6:12 PM,10/20/2019,TwAds
443,8.19,Tale of the Mummy,Adventure|Fantasy|Horror,12:12 AM,09/11/2019,FbAds-in
460,10.55,Wanted,Action|Romance,6:06 AM,04/19/2019,TwAds
313,11.12,Eden,Drama,5:54 PM,03/29/2019,Amazon
365,14.14,Sins,Drama|Romance,1:46 PM,05/10/2019,Amazon
220,8.81,Predator,Action|Sci-Fi|Thriller,7:14 AM,11/06/2019,GAds
679,5.13,"Fear, The",Horror,5:10 AM,03/24/2019,FbAds-fb
684,1.87,"Ivan the Terrible, Part Two (Ivan Groznyy II: Boyarsky zagovor)",Drama,6:37 AM,03/21/2019,TwAds
488,11.98,Blue Like Jazz,Comedy|Drama,12:55 PM,06/28/2019,FbAds-fb
337,2.18,Way Out West,Comedy|Western,10:46 AM,02/08/2019,GAds
498,12.76,Broken Lance,Drama|Romance|Western,8:27 AM,06/14/2019,GAds
661,10.2,Basket Case 3: The Progeny,Comedy|Horror,6:41 PM,07/24/2019,FbAds-fb
987,7.45,Armless,Comedy,9:07 PM,02/26/2019,FbAds-fb
909,6.57,She Cried No (Freshman Fall),Crime|Drama,4:13 PM,07/13/2019,TwAds
156,10.97,Back to Bataan,Drama|War,8:43 AM,02/06/2019,FbAds-in
909,11.8,"Ninja, A Band of Assassins (Shinobi No Mono)",Action|Drama,3:51 AM,08/12/2019,FbAds-fb
384,7.78,Money as Debt,Animation|Documentary,9:57 PM,08/29/2019,FbAds-in
262,13.38,"Hello, Dolly!",Comedy|Musical|Romance,6:14 PM,03/07/2019,TwAds
356,10.06,Candyman: Farewell to the Flesh,Fantasy|Horror,6:03 PM,02/17/2019,FbAds-in
606,1.78,Foxes,Drama,7:51 PM,07/25/2019,FbAds-fb
110,9.62,Aujourd'hui,Drama,2:28 AM,07/21/2019,Amazon
468,7.54,You're Next,Horror|Thriller,5:46 PM,02/18/2019,TwAds
77,5.0,Pandora's Promise,Documentary,4:43 AM,05/30/2019,FbAds-fb
639,9.17,"Lord, Save Us from Your Followers",Documentary,2:27 AM,01/01/2019,Amazon
172,5.94,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika),Adventure|Animation|Drama|Fantasy|Sci-Fi,8:26 AM,07/18/2019,GAds
148,9.96,Mr. Thank You (Arigatô-san),Drama,1:47 PM,04/09/2019,Amazon
882,1.82,Side Street,Crime|Drama|Film-Noir,10:32 PM,03/18/2019,Amazon
281,14.77,Invisible Target (Naam yi boon sik),Action|Crime,10:13 PM,12/24/2019,FbAds-fb
693,11.67,Dance with a Stranger,Crime|Drama|Thriller,4:40 AM,07/19/2019,GAds
245,7.56,Circus,Crime|Drama|Thriller,2:44 PM,04/01/2019,GAds
57,8.47,Hush,Horror|Thriller,8:18 AM,03/19/2019,FbAds-in
73,4.59,"Red Shoes, The",Drama|Fantasy|Musical|Romance,11:02 PM,06/24/2019,Amazon
92,2.33,"Unfinished Life, An",Drama,1:48 AM,11/09/2019,GAds
893,4.1,Navy Seals,Action|Adventure|War,5:06 PM,02/07/2019,FbAds-fb
755,2.28,Maximum Overdrive,Horror,2:35 AM,10/02/2019,FbAds-fb
38,3.05,"Eclipse, The",Drama|Horror|Thriller,8:32 PM,01/12/2019,GAds
991,6.36,Babe: Pig in the City,Adventure|Children|Drama,6:33 PM,02/06/2019,GAds
95,4.88,Crazy as Hell,Drama,12:46 PM,07/20/2019,FbAds-fb
43,5.42,"Milwaukee, Minnesota",Drama,6:34 AM,05/31/2019,FbAds-in
331,8.2,He Was a Quiet Man,Drama,8:26 AM,12/24/2019,FbAds-fb
893,13.1,Ambush Trail,Action|Western,7:01 AM,02/28/2019,FbAds-fb
612,14.56,Curtis's Charm,Comedy|Drama,8:44 PM,11/25/2019,FbAds-fb
42,2.67,Charlie Bartlett,Comedy|Drama,3:12 AM,01/31/2019,Amazon
831,2.65,"Machine That Kills Bad People, The (La Macchina Ammazzacattivi)",Comedy|Fantasy,4:46 PM,10/13/2019,TwAds
350,14.38,Macbeth,Drama,9:38 AM,02/02/2019,GAds
459,8.16,Into the Middle of Nowhere,Adventure|Children|Comedy|Documentary|Drama,4:11 PM,12/01/2019,FbAds-in
443,9.99,Project Grizzly,Documentary,1:27 PM,10/08/2019,GAds
600,12.36,.45,Crime|Drama|Thriller,12:41 AM,10/02/2019,FbAds-fb
618,9.36,Teenage Mutant Ninja Turtles,Action|Adventure|Comedy,1:08 PM,09/10/2019,GAds
579,4.52,Lolita,Drama|Romance,8:05 PM,04/20/2019,Amazon
887,9.55,Defense of the Realm,Thriller,12:04 PM,12/26/2019,FbAds-fb
950,5.27,Ce que mes yeux ont vu,Drama|Mystery|Thriller,2:22 AM,06/06/2019,Amazon
655,8.77,The Moromete Family,Drama,1:47 AM,11/25/2019,Amazon
318,1.81,Answer This!,Comedy|Romance,1:57 PM,05/10/2019,FbAds-fb
913,3.75,Knucklehead,Comedy|Drama,6:40 PM,06/24/2019,FbAds-fb
934,9.01,Gunman's Walk ,Western,9:11 AM,03/13/2019,TwAds
822,9.39,The Devil and the Holy Water,Comedy,1:14 PM,05/07/2019,Amazon
3,2.74,Sleepwalk with Me,Comedy|Drama,12:44 AM,03/24/2019,FbAds-in
855,14.77,Lovers & Leavers (Kuutamolla),Drama|Romance,12:37 AM,08/04/2019,FbAds-in
975,8.4,Connections,Documentary,12:11 AM,03/20/2019,GAds
967,4.84,Subject Two,Drama|Thriller,6:40 AM,10/17/2019,FbAds-in
987,10.83,Trixie,Comedy|Crime|Mystery,10:24 PM,07/22/2019,TwAds
404,11.81,Jackie Brown,Crime|Drama|Thriller,8:31 AM,03/05/2019,FbAds-fb
651,13.37,¡Three Amigos!,Comedy|Western,8:58 PM,08/20/2019,FbAds-in
291,5.69,Tom and Jerry: The Movie,Animation|Children|Comedy,12:50 PM,12/20/2019,GAds
402,10.9,"Story of a Cheat, The (Roman d'un tricheur, Le)",Comedy,4:25 AM,07/25/2019,FbAds-fb
533,1.56,Light Years Away,Drama,12:52 PM,08/26/2019,FbAds-fb
290,8.03,"Hatchet for the Honeymoon (Rosso segno della follia, Il)",Fantasy|Horror|Thriller,7:21 AM,12/29/2019,Amazon
204,14.36,A Blank on the Map,Documentary,5:20 PM,01/30/2019,TwAds
122,6.5,In My Skin (Dans ma Peau),Drama,1:24 PM,04/22/2019,TwAds
733,6.13,Zatoichi on the Road (Zatôichi kenka-tabi) (Zatôichi 5),Action|Drama,7:07 AM,04/23/2019,FbAds-in
512,2.37,Ed Wood,Comedy|Drama,5:12 PM,05/19/2019,FbAds-in
466,7.4,Eastern Plays,Drama,1:52 PM,03/07/2019,FbAds-fb
293,8.39,Charlie Brown's Christmas Tales,Animation|Children|Comedy,4:45 PM,03/28/2019,GAds
707,8.74,Into the Storm,Action|Thriller,10:51 PM,04/23/2019,TwAds
512,12.86,"Dark at the Top of the Stairs, The",Drama,4:26 AM,07/29/2019,GAds
604,12.31,Sweetie,Drama,2:25 AM,02/03/2019,Amazon
744,9.88,Running Out of Time (Am zin),Action|Crime|Drama|Thriller,6:33 AM,02/03/2019,FbAds-in
408,7.33,10 Years,Comedy|Drama|Romance,6:38 AM,06/05/2019,TwAds
370,14.74,The Snow Woman,Fantasy|Horror,8:18 AM,02/21/2019,Amazon
883,9.28,Viimeiset rotannahat ,Comedy,6:34 AM,04/08/2019,GAds
622,11.53,Black Beauty,Adventure|Children|Drama,9:17 AM,08/14/2019,FbAds-fb
977,11.92,Free the Nipple,Comedy|Drama,6:12 AM,05/07/2019,Amazon
812,13.21,They Call Him Bulldozer (Lo chiamavano Bulldozer),Action|Comedy,7:48 PM,07/12/2019,FbAds-fb
212,2.46,Swing Vote,Comedy|Drama,12:42 AM,01/18/2019,GAds
799,13.81,King Arthur,Action|Adventure|Drama|War,1:09 PM,12/05/2019,GAds
711,11.19,Paris Trout,Drama,5:21 AM,07/06/2019,FbAds-in
277,4.6,Treasure Island,Adventure,12:30 PM,11/27/2019,FbAds-in
699,2.58,"Downfall (Untergang, Der)",Drama|War,3:48 AM,02/07/2019,FbAds-fb
552,1.51,"Thousand Words, A",Comedy|Drama,12:06 PM,08/26/2019,GAds
919,9.08,"Art of Negative Thinking, The (Kunsten å tenke negativt)",Comedy|Drama,11:36 PM,07/05/2019,Amazon
156,3.69,Daffy Duck's Quackbusters,Animation|Children|Comedy|Horror,1:37 AM,12/28/2019,FbAds-in
590,12.18,"Party 2, The (Boum 2, La)",Comedy|Romance,10:44 PM,04/28/2019,Amazon
8,6.48,Ladybug Ladybug ,Drama,2:29 PM,04/14/2019,FbAds-in
670,8.22,Oscar,Comedy|Crime|Mystery|Romance,2:00 AM,03/16/2019,Amazon
128,7.44,"Pursuit of Happiness, The",Drama,2:51 PM,07/05/2019,GAds
159,8.07,Rough Night in Jericho,Western,4:08 PM,09/02/2019,TwAds
235,10.5,Johnny Got His Gun,Drama|War,2:20 PM,03/23/2019,FbAds-fb
815,11.49,Ratatouille,Animation|Children|Drama,12:34 PM,03/19/2019,Amazon
348,12.33,Hoosiers (a.k.a. Best Shot),Drama|Romance,1:06 PM,07/11/2019,GAds
580,6.42,Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin),Action|Adventure|Animation,11:32 AM,08/30/2019,GAds
591,13.89,The Red Inn,Comedy|Crime,2:56 AM,07/15/2019,GAds
633,13.34,Farewell to Matyora,Drama,10:52 PM,10/31/2019,GAds
96,13.35,Czech Dream (Ceský sen),Documentary,6:03 AM,06/03/2019,FbAds-fb
243,6.31,Pilate and Others (Pilatus und andere - Ein Film für Karfreitag) ,Drama,6:04 PM,07/15/2019,FbAds-fb
733,6.72,Transformers: Age of Extinction,Action|Adventure|Sci-Fi,2:22 AM,11/28/2019,GAds
469,12.97,"Machine Girl, The (Kataude mashin gâru)",Action|Comedy|Fantasy|Horror|Thriller,11:45 AM,02/11/2019,GAds
449,6.64,American Gun,Drama,1:11 AM,10/30/2019,FbAds-in
876,4.2,Brooklyn Rules,Crime|Drama|Romance,12:21 AM,10/21/2019,GAds
354,3.14,Blank City,Documentary,7:25 AM,12/14/2019,Amazon
988,7.75,Breathe In,Drama|Romance,1:51 AM,08/31/2019,GAds
86,11.35,Dance with Me,Drama|Romance,2:26 AM,05/27/2019,GAds
712,8.53,"Devil's Rejects, The",Action|Crime|Horror,6:39 PM,09/10/2019,Amazon
298,12.75,"Boys and Girls Guide to Getting Down, The",Comedy,4:18 PM,04/26/2019,FbAds-in
912,11.61,Almost an Angel,Comedy,12:24 AM,12/14/2019,TwAds
334,10.53,The Disappearance of Eleanor Rigby: Her,Drama,9:48 PM,04/01/2019,FbAds-fb
405,14.79,"Banishment, The (Izgnanie)",Drama,1:44 AM,05/06/2019,TwAds
982,4.45,"Greatest Love, The (Europa '51)",Drama,7:12 AM,09/23/2019,Amazon
632,5.79,"Man in the White Suit, The",Comedy|Sci-Fi,8:15 PM,05/29/2019,FbAds-fb
726,12.84,Son of Dracula,Horror,8:54 PM,03/22/2019,FbAds-in
659,1.28,"Last Movie, The",Drama,7:45 PM,01/11/2019,GAds
927,11.29,Pandaemonium,Drama,2:05 PM,05/31/2019,GAds
250,4.43,3 Ninjas Knuckle Up,Action|Children,4:21 AM,09/03/2019,FbAds-fb
982,3.35,United States of Secrets (Part One): The Program,Documentary,1:46 PM,11/03/2019,TwAds
459,1.5,Hammer of the Gods,Action,6:15 AM,10/12/2019,Amazon
760,13.98,"Unknown, The (a.k.a. Alonzo the Armless)",Drama|Horror|Romance,8:38 AM,09/23/2019,GAds
220,3.94,Miss Météo,Comedy|Drama,3:36 PM,05/16/2019,FbAds-in
936,7.12,Cockfighter,Drama,12:32 AM,12/27/2019,GAds
497,8.64,"Hip Hop Witch, Da",Comedy|Horror|Thriller,9:23 PM,11/19/2019,FbAds-fb
634,3.27,Hiding Out,Comedy,10:13 PM,11/23/2019,GAds
360,12.64,Trixie,Comedy|Crime|Mystery,11:13 PM,06/12/2019,FbAds-in
308,9.65,"Private Lives of Elizabeth and Essex, The",Drama|Romance,5:49 AM,04/24/2019,GAds
431,7.7,Just a Kiss,Comedy|Romance,2:42 AM,06/20/2019,TwAds
53,8.08,Adios Carmen,Drama,10:08 PM,02/02/2019,FbAds-in
168,7.86,"Bohemian Life, The (La vie de bohème)",Comedy|Drama,6:19 AM,09/24/2019,GAds
167,3.73,"New Country, The (Det nya landet)",Comedy|Drama,8:39 AM,07/03/2019,TwAds
167,13.34,"Criminal, The (a.k.a. Concrete Jungle)",Crime|Drama,11:20 AM,02/22/2019,Amazon
732,2.29,3 Needles,Drama,8:06 AM,05/26/2019,Amazon
372,2.74,Jesse Stone: No Remorse,Crime|Mystery,3:14 AM,11/25/2019,FbAds-fb
953,9.64,Children of Nature (Börn náttúrunnar),Drama|Mystery,5:02 AM,03/25/2019,GAds
193,5.72,I Accuse,Crime|Drama|Thriller,4:20 AM,02/15/2019,FbAds-in
134,5.46,Winter Break,Comedy|Drama,4:58 AM,02/23/2019,Amazon
143,5.07,Sugar & Spice,Comedy,10:42 AM,08/13/2019,GAds
405,3.25,Giorgino,Adventure|Drama|Horror,4:49 AM,08/02/2019,TwAds
110,4.69,Uwasa No Onna (The Woman in the Rumor) (Her Mother's Profession),Drama|Romance,2:37 AM,02/25/2019,Amazon
778,12.4,Times Square,Drama,10:59 AM,03/19/2019,FbAds-in
349,7.96,"Beast, The (La bête)",Drama|Fantasy|Horror|Mystery|Romance,4:58 PM,10/06/2019,Amazon
272,11.77,Destruction Force,Crime,10:20 AM,05/16/2019,Amazon
731,8.19,Song of the Little Road (Pather Panchali),Drama,11:24 PM,04/07/2019,FbAds-in
502,14.82,Forbidden Games (Jeux interdits),Drama|War,5:48 PM,09/29/2019,FbAds-in
642,9.58,Charlie Chan's Chance,Mystery,5:57 PM,02/18/2019,GAds
338,8.68,Smooth Talk,Drama|Romance,3:59 PM,11/06/2019,Amazon
241,13.15,Mongol,Drama|War,3:44 PM,07/22/2019,GAds
737,13.67,Save the Last Dance 2,Drama|Romance,10:36 PM,01/06/2019,FbAds-fb
297,12.02,Tall in the Saddle,Mystery|Romance|Western,9:35 PM,09/30/2019,Amazon
508,10.42,"Gatekeepers, The",Documentary,7:37 PM,05/24/2019,GAds
610,12.92,Dark City,Adventure|Film-Noir|Sci-Fi|Thriller,12:31 AM,10/17/2019,GAds
834,12.77,Evil Dead,Horror,6:18 PM,04/15/2019,TwAds
638,3.87,"Firm, The",Drama|Thriller,3:22 PM,04/03/2019,TwAds
712,11.22,Rhinoceros,Comedy|Drama|Fantasy|Mystery|Romance,4:10 AM,12/22/2019,TwAds
844,3.69,Poor Us: An Animated History of Poverty,Animation|Documentary,5:48 PM,11/03/2019,FbAds-in
199,2.95,Hells Angels on Wheels,Drama,7:36 AM,02/10/2019,FbAds-fb
496,14.26,Women Robbers (Diebinnen),Drama,8:37 PM,02/21/2019,TwAds
109,5.0,Buying the Cow,Comedy|Romance,12:25 PM,06/13/2019,GAds
699,4.9,Sergeant Körmy and the South Pacific (Vääpeli Körmy ja etelän hetelmät),Comedy,11:51 PM,12/01/2019,FbAds-in
762,11.88,I Got Next,Documentary,1:27 PM,09/09/2019,Amazon
468,8.41,"Rising Place, The",Drama,8:24 PM,11/01/2019,FbAds-in
368,2.04,"Poll Diaries, The (Poll)",Drama|War,7:22 AM,06/03/2019,TwAds
24,5.82,Grudge Match,Comedy,5:09 AM,03/28/2019,TwAds
762,3.51,Lap Dance,Drama,8:43 AM,08/11/2019,Amazon
242,5.85,Super Fly (Superfly),Action|Crime|Drama,12:45 AM,11/14/2019,TwAds
