id,cost,movie,movie_genre,time,date,campaing
813,8.97,Grimm Love (Rohtenburg),Drama|Horror,6:00 AM,03/23/2019,
783,8.15,On the Rumba River (On the Rhumba River),Documentary|Musical,8:17 AM,10/26/2019,
375,5.69,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira),Action|Horror|Sci-Fi,8:21 AM,08/30/2019,TwAds
990,12.24,California Split,Comedy|Drama,11:04 AM,05/11/2019,FbAds-in
949,4.98,Cinematographer Style,Documentary,1:34 PM,01/16/2019,
311,7.18,Metallica: Through the Never,Action|Musical|IMAX,4:20 AM,03/08/2019,GAds
646,9.69,"Oranges, The",Comedy|Drama|Romance,12:28 PM,10/29/2019,
545,9.76,Sholay,Action|Adventure|Comedy|Musical|Romance|Thriller,6:20 PM,02/16/2019,
765,7.78,Who Am I? (Wo shi shei),Action|Adventure|Comedy|Sci-Fi|Thriller,12:02 PM,04/07/2019,GAds
791,9.52,"What's New, Pussycat",Comedy,11:07 PM,02/24/2019,FbAds-in
917,1.33,"Core, The",Action|Drama|Sci-Fi|Thriller,7:37 PM,01/12/2019,
467,2.22,The Conrad Boys,Drama,2:03 AM,01/18/2019,
7,8.52,Bab'Aziz -The Prince Who Contemplated His Soul,Drama,2:37 PM,10/15/2019,FbAds-in
802,8.84,"Siege, The",Action|Thriller,8:56 PM,04/23/2019,
672,13.53,"Lady from Shanghai, The",Drama|Film-Noir|Mystery,5:30 PM,12/11/2019,FbAds-fb
325,7.1,"Color Wheel, The",Comedy|Romance,12:26 PM,06/15/2019,TwAds
527,2.09,"Experts, The",Comedy,9:51 PM,04/12/2019,TwAds
126,4.09,The Aggression Scale,Action|Crime|Thriller,6:23 AM,06/12/2019,Amazon
730,4.9,Emitai,Drama,3:37 PM,06/11/2019,TwAds
100,10.26,Cut and Run (Inferno in diretta),Adventure|Horror|Thriller,7:53 AM,09/04/2019,
891,6.72,Artists and Models,Comedy|Musical,12:24 PM,06/05/2019,
552,2.35,Saint Ange (House of Voices),Drama|Fantasy|Horror|Mystery,3:05 AM,05/22/2019,FbAds-in
290,5.78,"Wet Parade, The",Drama|Romance,8:20 AM,05/07/2019,
270,2.38,National Lampoon's Van Wilder: The Rise of Taj,Comedy,11:17 PM,12/24/2019,Amazon
326,1.11,Heat and Dust,Drama,8:45 PM,04/29/2019,
644,12.04,Oyster Farmer,Drama,7:17 AM,12/25/2019,FbAds-in
687,12.54,Town & Country,Comedy,7:38 PM,04/29/2019,
227,1.22,"Equalizer, The",Action|Crime|Thriller,3:36 PM,02/16/2019,FbAds-fb
429,14.79,Mercy,Crime|Mystery|Thriller,12:33 AM,10/31/2019,
47,3.41,"Rocker, The",Comedy,8:47 PM,10/27/2019,TwAds
445,10.57,"Keeper of Lost Causes, The (Kvinden i buret)",Crime|Mystery|Thriller,7:57 AM,06/17/2019,FbAds-in
559,10.16,The Open Road,Documentary,4:23 PM,12/29/2019,GAds
320,7.16,Scooby-Doo! Curse of the Lake Monster,Adventure|Children|Comedy|Mystery,4:50 AM,10/12/2019,FbAds-fb
179,7.91,She's the One,Comedy|Romance,3:33 PM,11/27/2019,GAds
142,13.29,Kathleen,Comedy|Drama|Romance,3:00 PM,12/22/2019,
122,1.46,"Goddess of 1967, The",Comedy|Drama|Romance,8:25 AM,09/19/2019,
252,14.16,Broadway Rhythm,Musical,4:01 PM,06/07/2019,
590,8.81,"Caddy, The",Comedy|Musical,6:02 AM,04/10/2019,
245,9.47,Family United (La gran familia española),Comedy,9:52 PM,07/28/2019,GAds
437,7.91,"Golden Compass, The",Adventure|Children|Fantasy,6:16 PM,07/02/2019,FbAds-in
636,3.51,Isolation,Horror|Thriller,6:43 AM,04/29/2019,FbAds-in
525,11.79,Machuca,Drama,12:56 AM,12/03/2019,FbAds-in
843,6.03,Trailer Park Boys: Countdown to Liquor Day,Comedy|Crime,3:22 PM,01/16/2019,FbAds-in
173,2.68,"Tale of the Wind, A (Histoire de vent, Une)",Documentary,4:33 PM,04/03/2019,FbAds-in
387,13.58,Don Verdean,Comedy,12:58 PM,01/31/2019,TwAds
699,2.51,Bless the Beasts & Children,Drama,8:41 PM,08/31/2019,Amazon
10,13.9,The Thirteen Assassins,Action|Adventure,10:29 AM,01/29/2019,Amazon
301,1.89,The Fox and the Hare,Animation|Children,11:05 PM,08/05/2019,
289,2.85,Tales of the Grim Sleeper,Crime|Documentary,11:19 PM,03/04/2019,
62,7.34,"South, The (Sur, El)",Drama|Romance,5:26 PM,10/10/2019,
560,12.71,"Living Sea, The",Documentary|IMAX,6:31 AM,07/25/2019,Amazon
665,6.34,Common Places (a.k.a. Common Ground) (Lugares comunes),Drama,12:29 AM,09/15/2019,FbAds-in
226,4.02,Angel,Drama,9:07 AM,06/05/2019,
31,14.53,"Mod Squad, The",Action|Crime,8:57 PM,11/26/2019,GAds
178,12.57,I Give It a Year,Comedy|Romance,10:23 PM,08/17/2019,
305,7.9,Midnight Dancers (Sibak),Comedy|Drama,3:18 AM,01/13/2019,FbAds-fb
959,13.17,Kiki,Musical,10:37 PM,08/07/2019,FbAds-in
155,7.89,Hop,Animation|Children|Comedy,1:42 AM,03/10/2019,
918,9.1,13 Rue Madeleine,Thriller|War,8:21 PM,04/12/2019,TwAds
181,8.35,Ernest Goes to Camp,Comedy,10:52 AM,10/13/2019,
325,7.93,Twin Sisters (De tweeling),Drama|Romance|War,9:14 PM,09/17/2019,Amazon
899,9.29,"Villain, The (Ek Villain)",Action|Romance|Thriller,12:01 AM,08/14/2019,Amazon
688,13.99,Open House ,Crime|Drama|Thriller,11:57 PM,04/27/2019,FbAds-fb
93,4.86,"Two Faces of January, The",Thriller,1:44 PM,10/12/2019,
324,7.64,Welcome to the Sticks (Bienvenue chez les Ch'tis),Comedy,7:15 AM,07/22/2019,Amazon
834,7.22,Ballplayer: Pelotero,Documentary|Drama,8:32 AM,06/25/2019,FbAds-fb
56,8.7,In the Electric Mist,Drama|Mystery,6:03 PM,03/09/2019,
665,3.64,"Needle, The (Igla)",Drama|Thriller,11:55 PM,05/12/2019,
268,6.65,Gunbuster (Top wo Narae),Action|Animation|Drama|Sci-Fi,4:34 PM,11/24/2019,TwAds
699,10.0,What Have You Done to Solange?,Crime,9:14 AM,01/22/2019,
449,10.37,Scenes of a Sexual Nature,Comedy|Drama|Romance,9:36 AM,05/02/2019,
526,11.43,Mudhoney,Drama,5:22 PM,01/14/2019,FbAds-in
611,6.14,"Incubus, The",Horror|Thriller,3:07 PM,02/27/2019,TwAds
529,3.06,Tarzan's Magic Fountain,Action|Adventure|Fantasy|Romance,10:54 PM,09/23/2019,FbAds-fb
437,14.03,Tracker,Action|Adventure|Drama|Thriller,3:32 PM,12/29/2019,
322,3.33,Swing Time,Comedy|Musical|Romance,10:06 AM,06/07/2019,
159,11.93,Burglar,Comedy|Crime,10:50 AM,05/14/2019,
28,11.74,Iron Man 2,Action|Adventure|Sci-Fi|Thriller|IMAX,2:42 PM,07/12/2019,FbAds-in
387,8.73,Let's Not Get Angry (Ne nous fâchons pas),Comedy|Crime,1:04 AM,04/06/2019,
200,2.08,"Most Hated Family in America, The",Documentary,2:10 PM,03/19/2019,
116,14.25,Samurai Cop,Action|Thriller,7:16 PM,12/19/2019,TwAds
683,4.04,Comes a Bright Day,Romance,3:58 PM,02/02/2019,FbAds-fb
293,9.66,Casanova Brown,Comedy,5:16 AM,05/31/2019,
942,7.09,City of Ember,Adventure|Children|Sci-Fi,3:54 PM,11/10/2019,GAds
820,12.55,"Hindenburg, The",Drama|Thriller,3:53 PM,03/29/2019,FbAds-fb
551,8.58,Luv,Comedy,8:59 AM,07/05/2019,Amazon
142,8.34,Days and Nights in the Forest (Aranyer Din Ratri),Drama,1:02 AM,08/08/2019,
586,4.95,HellBent,Horror|Thriller,11:25 AM,02/10/2019,Amazon
86,3.87,The Mule,Comedy|Crime|Drama,3:25 AM,04/10/2019,GAds
47,11.49,"Summer Place, A",Drama,11:34 PM,01/28/2019,TwAds
774,8.15,The Story of Asya Klyachina,Drama|Romance,9:21 AM,03/16/2019,
352,1.75,Manslaughter,Drama,8:44 AM,07/15/2019,TwAds
362,12.76,Bustin' Down the Door,Documentary,6:22 PM,09/19/2019,TwAds
734,13.11,City Streets,Crime|Film-Noir,10:42 PM,08/10/2019,
873,5.22,"Last Days, The (Últimos días, Los)",Adventure|Sci-Fi|Thriller,12:07 PM,07/17/2019,
467,13.39,Jesse Stone: Death in Paradise,Crime|Drama|Mystery,12:35 AM,04/15/2019,TwAds
715,10.89,"Missing Picture, The (L'image manquante)",Documentary,3:20 PM,05/25/2019,FbAds-fb
960,9.59,Hangin' with the Homeboys,Comedy|Drama,3:18 AM,06/16/2019,TwAds
454,3.46,Dr. Goldfoot and the Bikini Machine,Comedy,7:52 PM,01/25/2019,
92,14.57,Freddy vs. Jason,Action|Horror|Thriller,9:58 AM,04/26/2019,
444,13.1,Willard,Drama|Horror|Thriller,11:09 AM,10/27/2019,GAds
204,14.3,Sunset,Action|Comedy|Thriller|Western,3:23 PM,08/11/2019,TwAds
965,2.06,"Last Hangman, The (Pierrepoint)",Drama,12:01 PM,05/24/2019,
209,11.09,"Honey Pot, The",Comedy|Crime,5:17 AM,09/13/2019,
413,13.98,The Front,Crime|Drama|Mystery,5:19 AM,05/23/2019,GAds
556,11.48,Sunflower (Xiang ri kui),Drama,6:03 AM,10/12/2019,FbAds-fb
229,9.89,Frankie and Johnny,Comedy,1:32 PM,03/20/2019,
861,13.74,Angela's Ashes,Drama,2:19 AM,05/25/2019,TwAds
627,10.19,"Certain Kind Of Death, A",Documentary,8:08 PM,11/29/2019,
440,14.7,"Run of the Country, The",Drama,4:06 PM,06/06/2019,GAds
837,5.63,Stephen Fry In America - New World,(no genres listed),11:10 PM,10/29/2019,
895,9.41,Quill,Drama,3:31 AM,11/09/2019,
788,12.54,Some Mother's Son,Drama,6:08 PM,05/30/2019,Amazon
670,10.95,Little Witches,Horror|Thriller,7:47 PM,10/06/2019,
259,1.24,In the Good Old Summertime,Musical,5:51 PM,02/07/2019,
77,1.87,"Day I Became a Woman, The (Roozi khe zan shodam)",Drama,12:24 AM,10/07/2019,
632,10.94,"Better Place, A",Drama,10:23 PM,07/17/2019,
780,3.14,"Letter for the King, The (Brief voor de koning, De)",Adventure,8:22 AM,12/14/2019,
656,10.79,"Witches of Eastwick, The",Comedy|Fantasy|Horror|Thriller,2:39 PM,01/31/2019,
257,6.69,"Class, The (Klass)",Drama,5:43 PM,04/13/2019,Amazon
407,12.11,Control Room,Documentary|War,12:13 AM,07/11/2019,
312,8.69,Palais royal !,Comedy,2:38 PM,11/26/2019,FbAds-fb
742,8.41,Head Office,Comedy,12:46 AM,10/21/2019,GAds
192,6.39,"Beginner's Guide to Endings, A",Comedy|Drama,5:51 AM,03/08/2019,FbAds-fb
989,3.2,Mifune's Last Song (Mifunes sidste sang),Comedy|Drama|Romance,5:42 PM,02/16/2019,
100,2.24,Shine,Drama|Romance,10:46 AM,10/14/2019,FbAds-fb
243,5.43,"Green Slime, The",Drama|Horror|Sci-Fi,11:36 PM,09/01/2019,
584,2.38,Only You,Comedy|Romance,4:10 PM,02/26/2019,
823,6.08,Ski School,Comedy,4:58 PM,03/06/2019,FbAds-fb
734,14.09,Conserva Acabada,(no genres listed),10:16 PM,09/21/2019,
627,9.24,The Passerby,Drama,8:21 AM,12/06/2019,Amazon
881,6.48,Bill Maher... But I'm Not Wrong,Comedy,11:32 PM,05/24/2019,FbAds-fb
435,4.49,G.O.R.A.,Adventure|Comedy|Sci-Fi,1:17 PM,10/16/2019,
159,6.53,Career,Drama,8:37 PM,05/22/2019,
887,10.13,The Very Thought of You,Drama|Romance,3:51 PM,12/04/2019,Amazon
909,1.9,"Bullfighter, The (Matador)",Comedy|Crime|Drama,3:33 AM,06/13/2019,Amazon
9,8.57,History of Hell (Rosas Höllenfahrt),Documentary,6:24 AM,08/07/2019,
369,11.71,Urbanized,Documentary,5:00 PM,10/13/2019,FbAds-in
524,14.57,Chasing Liberty,Comedy|Romance,11:42 PM,04/28/2019,FbAds-fb
489,13.02,"Jerk, The",Comedy,1:50 PM,01/17/2019,
317,4.62,Firecreek,Western,12:06 PM,07/31/2019,
764,3.68,Mentor,Drama,6:37 AM,03/20/2019,
643,6.71,Sekirei,(no genres listed),7:08 PM,01/26/2019,
511,8.64,Knights of Bloodsteel,Fantasy,5:48 PM,02/25/2019,FbAds-fb
433,4.07,"Run, Man, Run! (Corri uomo corri)",Adventure|Comedy|Western,2:18 PM,06/11/2019,FbAds-in
816,13.96,"Magic Voyage of Sindbad, The (Sadko)",Adventure|Fantasy,10:32 PM,08/11/2019,FbAds-fb
562,6.17,When Love Is Not Enough: The Lois Wilson Story,Drama,4:11 PM,08/28/2019,FbAds-in
309,9.88,JFK,Drama|Mystery|Thriller,2:51 PM,12/21/2019,FbAds-in
508,1.52,Wings in the Dark,Adventure|Romance,8:50 PM,06/03/2019,GAds
76,14.27,"Superweib, Das",Comedy,7:33 AM,02/13/2019,FbAds-fb
924,12.58,Abduction,Action|Drama|Mystery|Thriller,9:33 PM,04/17/2019,GAds
671,6.03,"Dark Wind, The",Action|Mystery,8:08 AM,05/16/2019,FbAds-fb
390,10.53,Carts of Darkness,Documentary,6:32 AM,07/29/2019,
723,5.04,"Park Avenue: Money, Power and the American Dream",Documentary,7:39 AM,10/28/2019,FbAds-in
367,1.75,We're Not Married!,Comedy|Romance,4:50 AM,05/15/2019,TwAds
2,6.01,"Thousand Words, A",Comedy|Drama,10:43 AM,07/31/2019,
862,14.6,"Ghost and the Darkness, The",Action|Adventure,11:07 AM,03/15/2019,FbAds-fb
803,10.6,"Lawless Breed, The",Action|Romance|Western,9:55 AM,06/04/2019,GAds
409,11.13,"Boost, The",Drama,4:26 PM,01/24/2019,
261,12.47,Black Beauty,Adventure|Children|Drama,9:15 PM,10/10/2019,
381,4.0,Edge of the City,Drama|Film-Noir,3:31 AM,04/25/2019,FbAds-in
87,3.68,"Wedding Party, The",Comedy,7:01 AM,11/14/2019,
754,13.39,"Friends, The (Les Amis)",Drama,9:42 AM,04/17/2019,FbAds-fb
789,2.81,"Brink's Job, The",Comedy|Crime|Drama,6:01 AM,05/24/2019,GAds
846,8.51,"Devil, The (Diabel)",Drama|Horror,5:19 PM,02/01/2019,GAds
370,3.97,"Good Night to Die, A",Action|Comedy|Crime|Thriller,6:08 PM,07/10/2019,
608,7.49,Welcome to L.A.,Drama|Musical,1:10 AM,10/31/2019,
870,5.6,Incognito,Crime|Thriller,5:28 PM,11/03/2019,TwAds
237,7.22,"Buccaneer, The",Adventure|Drama|Romance|War,2:29 PM,02/12/2019,
19,1.49,Kambakkht Ishq (Incredible Love),Action|Comedy|Musical,4:09 PM,04/15/2019,GAds
886,7.17,Zozo,Drama,3:01 AM,09/19/2019,FbAds-in
71,6.46,"River, The",Drama|Romance,10:25 AM,02/26/2019,
779,12.5,Dare,Drama,3:49 PM,01/13/2019,
108,7.56,Spite Marriage,Comedy,12:15 AM,04/27/2019,
132,11.14,Bullets or Ballots,Crime|Drama|Thriller,5:02 AM,02/08/2019,
857,2.62,Urbanized,Documentary,11:02 PM,08/12/2019,FbAds-in
20,9.55,Bye Bye Braverman,Comedy|Drama,8:47 PM,09/14/2019,FbAds-in
822,4.64,"Boeing, Boeing",Comedy,8:51 PM,02/04/2019,
373,13.53,Hello! How Are You? (Buna! Ce faci?),Comedy|Romance,12:23 PM,11/18/2019,
685,10.63,Jack's Back ,Crime|Horror|Mystery|Thriller,3:22 AM,06/10/2019,FbAds-in
313,13.85,Against All Odds,Romance,12:56 AM,11/20/2019,
12,11.81,Alois Nebel,Animation|Crime|War,7:47 AM,08/10/2019,GAds
634,3.66,North Dallas Forty,Comedy|Drama,6:40 AM,09/08/2019,FbAds-fb
530,5.99,Never Make It Home,Documentary|Musical,7:20 AM,08/04/2019,
866,11.07,Desperation,Drama|Fantasy|Horror|Mystery|Thriller,11:15 PM,10/16/2019,
859,13.73,Arthur,Comedy,12:41 PM,05/29/2019,
863,12.66,"Shepherd: Border Patrol, The",Action|Crime|Thriller,9:53 AM,01/14/2019,TwAds
97,2.81,Brothers at War,Documentary|War,2:11 PM,07/01/2019,GAds
775,3.6,Nurse 3D,Horror|Thriller,5:36 AM,08/27/2019,
657,4.26,Uncounted: The New Math of American Elections,Documentary,2:46 AM,07/03/2019,
481,7.06,Forks Over Knives,Documentary,8:40 AM,07/01/2019,
956,1.24,Squeeze,Drama,9:37 PM,05/04/2019,GAds
632,2.7,No Good Deed,Thriller,10:35 AM,08/08/2019,GAds
820,12.88,"Everlasting Piece, An",Comedy,10:06 AM,06/20/2019,
124,4.29,Spring Break Shark Attack,Adventure|Drama|Horror,1:37 AM,12/27/2019,Amazon
919,9.48,Provocateur (Prowokator),Drama,9:56 PM,07/29/2019,TwAds
938,7.03,Godzilla: Final Wars (Gojira: Fainaru uôzu),Action|Adventure|Fantasy|Sci-Fi,3:27 AM,11/01/2019,
473,2.64,"Hawk Is Dying, The",Drama,9:12 AM,07/08/2019,
78,8.72,Nancy Drew,Adventure|Crime|Thriller,11:23 AM,01/13/2019,
522,11.32,Rocket Science,Comedy|Drama,4:49 AM,01/15/2019,
221,14.66,Mac and Me,Children|Fantasy|Sci-Fi,9:47 PM,10/10/2019,GAds
789,9.46,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô),Action|Adventure|Animation,9:07 PM,10/02/2019,FbAds-in
441,6.6,"Executioner, The",Drama|Thriller,5:21 PM,05/25/2019,
654,5.14,"Son's Room, The (Stanza del figlio, La)",Drama,5:33 PM,12/22/2019,
477,8.21,Hush!,Drama,6:29 AM,02/05/2019,Amazon
294,13.33,"Tigger Movie, The",Animation|Children,7:28 PM,01/17/2019,TwAds
804,10.58,"Painting, The (Tableau, Le)",Animation,1:51 PM,02/17/2019,
857,6.09,Around the World in 80 Days,Adventure|Comedy,12:27 AM,01/17/2019,
960,14.08,"Letter to Momo, A (Momo e no tegami)",Animation|Drama,10:55 AM,10/15/2019,Amazon
458,11.58,The Secret Country: The First Australians Fight Back,Documentary,5:35 PM,03/05/2019,GAds
897,4.87,Stonewall Uprising,Documentary,8:34 AM,09/19/2019,
271,8.56,Mr. Jones,Drama|Romance,9:24 AM,04/03/2019,Amazon
161,11.03,Can't Hardly Wait,Comedy|Drama|Romance,10:48 AM,10/05/2019,TwAds
176,13.39,Frances,Drama,9:17 AM,07/07/2019,GAds
509,2.0,"Prince and the Showgirl, The",Comedy|Romance,7:50 AM,02/26/2019,FbAds-fb
737,14.63,Torrente 3: El protector,Comedy|Crime,2:48 PM,04/30/2019,
952,8.2,Blood of the Vampire,Horror|Sci-Fi,11:39 AM,12/05/2019,
722,11.0,Underneath,Mystery|Thriller,12:15 AM,11/22/2019,TwAds
337,13.05,Slumdog Millionaire,Crime|Drama|Romance,3:12 AM,07/12/2019,
858,12.62,The Private Life of Deer,Documentary,5:12 AM,02/23/2019,TwAds
303,9.13,$ellebrity (Sellebrity),Documentary,7:02 AM,04/23/2019,
439,12.1,Return to Oz,Adventure|Children|Fantasy,6:35 PM,06/09/2019,TwAds
308,8.52,"RKO Production 601: The Making of 'Kong, the Eighth Wonder of the World'",Documentary,7:29 PM,05/17/2019,GAds
367,2.41,Halo 4: Forward Unto Dawn,Action|Sci-Fi|Thriller,1:21 AM,12/27/2019,TwAds
999,10.11,Room 237,Documentary,9:19 PM,11/11/2019,FbAds-fb
99,1.76,"Cockleshell Heroes, The",Action|Drama|War,8:58 PM,06/23/2019,Amazon
727,4.56,Last Vegas,Comedy|Drama|Romance,8:43 PM,10/24/2019,TwAds
808,6.55,San Quentin,Drama,7:48 PM,10/21/2019,GAds
978,12.71,"Musketeer, The",Action|Adventure|Drama|Romance,6:23 PM,07/30/2019,FbAds-fb
916,14.38,Happy Campers,Comedy,12:52 PM,10/03/2019,GAds
216,7.08,"Postman Always Rings Twice, The",Crime|Thriller,3:16 AM,04/02/2019,FbAds-fb
156,11.37,Fat Girl (À ma soeur!),Drama,2:37 AM,03/01/2019,TwAds
523,1.63,"Color of Paradise, The (Rang-e khoda)",Drama,3:17 PM,04/06/2019,FbAds-in
829,1.24,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her),Drama,1:44 PM,06/16/2019,FbAds-in
546,12.71,"Trap, The (Klopka)",Crime|Drama|Thriller,4:24 AM,07/25/2019,
309,14.4,The Case of the Scorpion's Tail,Mystery|Thriller,4:34 AM,02/25/2019,
219,12.67,Nothing to Lose,Crime|Thriller,11:07 AM,02/10/2019,TwAds
584,8.09,Emitai,Drama,2:38 AM,12/18/2019,FbAds-in
959,4.05,"Son of the Bride (Hijo de la novia, El)",Comedy|Drama,11:51 PM,09/14/2019,FbAds-fb
710,4.53,Summer of '62 (Cartouches gauloises),Drama|War,12:37 AM,08/24/2019,GAds
